,CUSTOMER,Parameter.BondType,Parameter.Group,Parameter.No,Parameter.No_1,WIRE_SIZE,Parameter.Max,Parameter.Min,Parameter.Value,MEANX,PRED
6698,STM,BSOB Wire,3002,2,Release,0.6 MIL GMG TYPE,0,0,0,21.67,23.015366662067393
6699,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,21.67,22.992740843900926
6700,STM,BSOB Wire,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,21.67,23.070368158845643
6701,STM,Normal Wire,3002,1,Contact,0.6 MIL GMG TYPE,100,0,100,21.67,23.085935496524453
6702,STM,Normal Wire,3002,1,Release,0.6 MIL GMG TYPE,0,0,0,21.67,23.11622275474769
6703,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,21.67,23.092237474547005
6704,STM,BSOB Wire,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,21.67,23.070368158845643
6705,STM,Normal Wire,3002,1,Contact,0.6 MIL GMG TYPE,100,0,100,21.67,23.085935496524453
6706,STM,Normal Wire,3002,1,Contact,0.6 MIL GMG TYPE,100,0,100,21.67,23.085935496524453
6707,STM,Normal Wire,3002,1,Release,0.6 MIL GMG TYPE,0,0,0,21.67,23.11622275474769
6708,STM,BSOB Wire,3002,2,Release,0.6 MIL GMG TYPE,0,0,0,21.67,23.015366662067393
6709,STM,BSOB Wire,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,21.67,23.070368158845643
6710,STM,BSOB Ball,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,21.67,23.064872182354684
6711,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,21.67,23.03247880179859
6712,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,21.67,22.951834592693974
6713,STM,Normal Wire,3003,5,Contact,0.6 MIL GMG TYPE,0,0,0,21.67,22.883405665549557
6714,STM,Normal Wire,3002,1,Release,0.6 MIL GMG TYPE,0,0,0,21.67,23.11622275474769
6715,STM,BSOB Wire,3002,2,Release,0.6 MIL GMG TYPE,0,0,0,21.67,23.015366662067393
6716,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,21.67,23.03247880179859
6717,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,21.67,22.951834592693974
6718,STM,Normal Wire,3003,5,Contact,0.6 MIL GMG TYPE,0,0,0,21.67,22.883405665549557
6719,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,21.67,22.992740843900926
6720,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,21.67,23.092237474547005
6721,STM,BSOB Ball,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,21.67,23.064872182354684
6722,STM,BSOB Wire,3002,2,Release,0.6 MIL GMG TYPE,0,0,0,22.129,23.015366662067393
6723,STM,BSOB Ball,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,22.129,23.064872182354684
6724,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,22.129,23.03247880179859
6725,STM,Normal Wire,3003,5,Contact,0.6 MIL GMG TYPE,0,0,0,22.129,22.883405665549557
6726,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,22.129,22.951834592693974
6727,STM,Normal Wire,3002,1,Release,0.6 MIL GMG TYPE,0,0,0,22.129,23.11622275474769
6728,STM,BSOB Wire,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,24.954,23.070368158845643
6729,STM,Normal Wire,3002,1,Contact,0.6 MIL GMG TYPE,100,0,100,24.954,23.085935496524453
6730,STM,Normal Wire,3002,1,Release,0.6 MIL GMG TYPE,0,0,0,24.954,23.11622275474769
6731,STM,BSOB Wire,3002,2,Release,0.6 MIL GMG TYPE,0,0,0,24.954,23.015366662067393
6732,STM,BSOB Ball,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,24.954,23.064872182354684
6733,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,24.954,23.03247880179859
6734,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,24.954,22.951834592693974
6735,STM,Normal Wire,3003,5,Contact,0.6 MIL GMG TYPE,0,0,0,24.954,22.883405665549557
6736,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,24.954,23.092237474547005
6737,STM,Normal Wire,3002,1,Release,0.6 MIL GMG TYPE,0,0,0,24.954,23.11622275474769
6738,STM,BSOB Wire,3002,2,Release,0.6 MIL GMG TYPE,0,0,0,24.954,23.015366662067393
6739,STM,BSOB Ball,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,24.954,23.064872182354684
6740,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,24.954,23.03247880179859
6741,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,24.954,22.951834592693974
6742,STM,Normal Wire,3003,5,Contact,0.6 MIL GMG TYPE,0,0,0,24.954,22.883405665549557
6743,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,24.954,22.992740843900926
6744,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,24.954,22.992740843900926
6745,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,24.954,23.092237474547005
6746,STM,BSOB Wire,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,24.954,23.070368158845643
6747,STM,Normal Wire,3002,1,Contact,0.6 MIL GMG TYPE,100,0,100,24.954,23.085935496524453
6748,STM,Normal Wire,3002,1,Release,0.6 MIL GMG TYPE,0,0,0,24.954,23.11622275474769
6749,STM,BSOB Wire,3002,2,Release,0.6 MIL GMG TYPE,0,0,0,24.954,23.015366662067393
6750,STM,BSOB Ball,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,24.954,23.064872182354684
6751,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,24.954,23.03247880179859
6752,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,24.954,22.951834592693974
6753,STM,Normal Wire,3003,5,Contact,0.6 MIL GMG TYPE,0,0,0,24.954,22.883405665549557
6754,STM,Normal Wire,3002,1,Contact,0.6 MIL GMG TYPE,100,0,100,24.954,23.085935496524453
6755,STM,BSOB Wire,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,24.954,23.070368158845643
6756,STM,BSOB Wire,3002,2,Release,0.6 MIL GMG TYPE,0,0,0,24.954,23.015366662067393
6757,STM,BSOB Ball,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,24.954,23.064872182354684
6758,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,24.954,23.03247880179859
6759,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,24.954,22.992740843900926
6760,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,24.954,23.092237474547005
6761,STM,BSOB Wire,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,24.954,23.070368158845643
6762,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,24.954,22.951834592693974
6763,STM,Normal Wire,3002,1,Contact,0.6 MIL GMG TYPE,100,0,100,24.954,23.085935496524453
6764,STM,Normal Wire,3002,1,Release,0.6 MIL GMG TYPE,0,0,0,24.954,23.11622275474769
6765,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,24.954,22.992740843900926
6766,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,24.954,23.092237474547005
6767,STM,BSOB Wire,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,24.954,23.070368158845643
6768,STM,Normal Wire,3002,1,Contact,0.6 MIL GMG TYPE,100,0,100,24.954,23.085935496524453
6769,STM,Normal Wire,3002,1,Release,0.6 MIL GMG TYPE,0,0,0,24.954,23.11622275474769
6770,STM,Normal Wire,3002,1,Release,0.6 MIL GMG TYPE,0,0,0,24.954,23.11622275474769
6771,STM,BSOB Wire,3002,2,Release,0.6 MIL GMG TYPE,0,0,0,24.954,23.015366662067393
6772,STM,BSOB Ball,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,24.954,23.064872182354684
6773,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,24.954,22.951834592693974
6774,STM,Normal Wire,3003,5,Contact,0.6 MIL GMG TYPE,0,0,0,24.954,22.883405665549557
6775,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,24.954,22.992740843900926
6776,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,24.954,23.092237474547005
6777,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,24.954,23.03247880179859
6778,STM,Normal Wire,3002,1,Contact,0.6 MIL GMG TYPE,100,0,100,24.954,23.085935496524453
6779,STM,BSOB Wire,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,24.954,23.070368158845643
6780,STM,BSOB Wire,3002,2,Release,0.6 MIL GMG TYPE,0,0,0,24.954,23.015366662067393
6781,STM,BSOB Ball,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,24.954,23.064872182354684
6782,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,24.954,23.03247880179859
6783,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,24.954,22.951834592693974
6784,STM,Normal Wire,3003,5,Contact,0.6 MIL GMG TYPE,0,0,0,24.954,22.883405665549557
6785,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,24.954,22.992740843900926
6786,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,24.954,23.092237474547005
6787,STM,BSOB Ball,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,22.129,23.064872182354684
6788,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,22.129,23.03247880179859
6789,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,22.129,22.951834592693974
6790,STM,Normal Wire,3003,5,Contact,0.6 MIL GMG TYPE,0,0,0,22.129,22.883405665549557
6791,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,22.129,22.992740843900926
6792,STM,BSOB Wire,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,22.129,23.070368158845643
6793,STM,Normal Wire,3002,1,Contact,0.6 MIL GMG TYPE,100,0,100,22.129,23.085935496524453
6794,STM,Normal Wire,3002,1,Release,0.6 MIL GMG TYPE,0,0,0,22.129,23.11622275474769
6795,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,22.129,23.092237474547005
6796,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,22.129,23.03247880179859
6797,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,22.129,22.951834592693974
6798,STM,Normal Wire,3003,5,Contact,0.6 MIL GMG TYPE,0,0,0,22.129,22.883405665549557
6799,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,22.129,22.992740843900926
6800,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,22.129,23.092237474547005
6801,STM,BSOB Wire,3002,2,Release,0.6 MIL GMG TYPE,0,0,0,22.129,23.015366662067393
6802,STM,BSOB Wire,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,22.129,23.070368158845643
6803,STM,Normal Wire,3002,1,Contact,0.6 MIL GMG TYPE,100,0,100,22.129,23.085935496524453
6804,STM,Normal Wire,3002,1,Release,0.6 MIL GMG TYPE,0,0,0,22.129,23.11622275474769
6805,STM,BSOB Wire,3002,2,Release,0.6 MIL GMG TYPE,0,0,0,22.129,23.015366662067393
6806,STM,BSOB Wire,3002,2,Release,0.6 MIL GMG TYPE,0,0,0,22.129,23.015366662067393
6807,STM,BSOB Ball,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,22.129,23.064872182354684
6808,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,22.129,23.03247880179859
6809,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,22.129,22.951834592693974
6810,STM,Normal Wire,3003,5,Contact,0.6 MIL GMG TYPE,0,0,0,22.129,22.883405665549557
6811,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,22.129,22.992740843900926
6812,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,22.129,23.092237474547005
6813,STM,BSOB Wire,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,22.129,23.070368158845643
6814,STM,Normal Wire,3002,1,Contact,0.6 MIL GMG TYPE,100,0,100,22.129,23.085935496524453
6815,STM,Normal Wire,3002,1,Release,0.6 MIL GMG TYPE,0,0,0,22.129,23.11622275474769
6816,STM,BSOB Ball,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,22.129,23.064872182354684
6817,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,22.129,23.03247880179859
6818,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,22.129,22.951834592693974
6819,STM,Normal Wire,3003,5,Contact,0.6 MIL GMG TYPE,0,0,0,22.129,22.883405665549557
6820,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,22.129,22.992740843900926
6821,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,22.129,23.092237474547005
6822,STM,BSOB Wire,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,22.129,23.070368158845643
6823,STM,Normal Wire,3002,1,Contact,0.6 MIL GMG TYPE,100,0,100,22.129,23.085935496524453
6824,STM,BSOB Ball,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,22.129,23.064872182354684
6825,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,22.129,22.951834592693974
6826,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,22.129,22.992740843900926
6827,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,22.129,23.092237474547005
6828,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,22.129,23.03247880179859
6829,STM,Normal Wire,3002,1,Contact,0.6 MIL GMG TYPE,100,0,100,22.129,23.085935496524453
6830,STM,Normal Wire,3002,1,Release,0.6 MIL GMG TYPE,0,0,0,22.129,23.11622275474769
6831,STM,BSOB Wire,3002,2,Release,0.6 MIL GMG TYPE,0,0,0,22.129,23.015366662067393
6832,STM,BSOB Wire,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,22.129,23.070368158845643
6833,STM,BSOB Ball,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,22.129,23.064872182354684
6834,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,22.129,22.992740843900926
6835,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,22.129,23.092237474547005
6836,STM,BSOB Wire,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,22.129,23.070368158845643
6837,STM,Normal Wire,3002,1,Contact,0.6 MIL GMG TYPE,100,0,100,22.129,23.085935496524453
6838,STM,Normal Wire,3002,1,Release,0.6 MIL GMG TYPE,0,0,0,22.129,23.11622275474769
6839,STM,BSOB Wire,3002,2,Release,0.6 MIL GMG TYPE,0,0,0,22.129,23.015366662067393
6840,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.5096,23.892312491488607
6841,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.274,23.892312491488607
6842,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.612,23.892312491488607
6843,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.48,23.892312491488607
6844,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.346,23.892312491488607
6845,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.38,23.396321053464682
6846,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,26.057,23.892312491488607
6847,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,26.057,23.396321053464682
6848,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,26.057,23.892312491488607
6849,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,26.057,23.396321053464682
6850,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.284000000000002,23.892312491488607
6851,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.284000000000002,23.396321053464682
6852,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.284000000000002,23.892312491488607
6853,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.284000000000002,23.396321053464682
6854,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,25.201999999999998,23.892312491488607
6855,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,25.201999999999998,23.396321053464682
6856,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,25.201999999999998,23.892312491488607
6857,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,25.201999999999998,23.396321053464682
6858,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,21.48,23.892312491488607
6859,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,21.48,23.396321053464682
6860,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,21.48,23.892312491488607
6861,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,21.48,23.396321053464682
6862,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.38,23.892312491488607
6863,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.38,23.396321053464682
6864,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.38,23.892312491488607
6865,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,22.660999999999998,23.892312491488607
6866,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,22.660999999999998,23.396321053464682
6867,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,24.028000000000002,23.892312491488607
6868,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,24.028000000000002,23.892312491488607
6869,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,24.028000000000002,23.892312491488607
6870,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,24.028000000000002,23.396321053464682
6871,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,24.83,23.892312491488607
6872,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,24.83,23.892312491488607
6873,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,22.660999999999998,23.892312491488607
6874,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,24.83,23.892312491488607
6875,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.784000000000002,23.892312491488607
6876,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.784000000000002,23.892312491488607
6877,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.784000000000002,23.892312491488607
6878,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.784000000000002,23.396321053464682
6879,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.654,23.892312491488607
6880,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.654,23.892312491488607
6881,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.654,23.892312491488607
6882,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.654,23.396321053464682
6883,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,24.83,23.396321053464682
6884,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,22.660999999999998,23.892312491488607
6885,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.5096,23.892312491488607
6886,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.612,23.892312491488607
6887,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.612,23.396321053464682
6888,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.612,23.892312491488607
6889,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.612,23.396321053464682
6890,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.612,23.892312491488607
6891,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.612,23.396321053464682
6892,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.612,23.892312491488607
6893,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.612,23.396321053464682
6894,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.612,23.396321053464682
6895,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.274,23.396321053464682
6896,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.274,23.892312491488607
6897,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.274,23.396321053464682
6898,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.274,23.892312491488607
6899,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.274,23.396321053464682
6900,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.274,23.892312491488607
6901,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.274,23.396321053464682
6902,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.274,23.892312491488607
6903,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.274,23.892312491488607
6904,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.612,23.892312491488607
6905,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.48,23.396321053464682
6906,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.5096,23.396321053464682
6907,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.5096,23.892312491488607
6908,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.5096,23.396321053464682
6909,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.5096,23.892312491488607
6910,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.5096,23.396321053464682
6911,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.5096,23.892312491488607
6912,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.5096,23.396321053464682
6913,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.5096,23.892312491488607
6914,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.5096,23.396321053464682
6915,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.48,23.892312491488607
6916,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.48,23.396321053464682
6917,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.48,23.892312491488607
6918,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.48,23.396321053464682
6919,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.48,23.892312491488607
6920,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.48,23.396321053464682
6921,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.48,23.892312491488607
6922,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.48,23.396321053464682
6923,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.48,23.892312491488607
6924,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.274,23.396321053464682
6925,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,23.346,23.892312491488607
6926,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.346,23.396321053464682
6927,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,25.435,23.892312491488607
6928,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,25.435,23.892312491488607
6929,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,25.435,23.892312491488607
6930,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,25.435,23.892312491488607
6931,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,25.854,23.892312491488607
6932,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,25.854,23.892312491488607
6933,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,25.854,23.892312491488607
6934,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,25.854,23.396321053464682
6935,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,20.32,23.892312491488607
6936,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,20.32,23.892312491488607
6937,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,20.32,23.892312491488607
6938,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,20.32,23.892312491488607
6939,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,25.854,23.892312491488607
6940,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,20.32,23.892312491488607
6941,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,25.756,23.892312491488607
6942,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,25.756,23.892312491488607
6943,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,25.756,23.892312491488607
6944,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,25.756,23.892312491488607
6945,STM,BSOB Wire,3001,6,Contact,0.6 MIL GMG TYPE,1,1,1,25.756,23.892312491488607
6946,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,25.756,23.396321053464682
