,CUSTOMER,Parameter.BondType,Parameter.Group,Parameter.No,Parameter.No_1,WIRE_SIZE,Parameter.Max,Parameter.Min,Parameter.Value,MEANX,PRED
15294,STM,BSOB Wire,3002,2,Pre Base,0.6 MIL GMG TYPE,600,600,600,23.22,23.04529156569352
15295,STM,BSOB Wire,3002,2,Base,0.6 MIL GMG TYPE,405,395,400,23.22,23.033448957966648
15296,STM,Normal Wire,3002,1,Contact,0.6 MIL GMG TYPE,100,0,100,26.03,23.085935496524453
15297,STM,Normal Wire,3002,1,Pre Base,0.6 MIL GMG TYPE,450,380,420,26.03,23.00254008791149
15298,STM,Normal Wire,3002,1,Base,0.6 MIL GMG TYPE,165,155,160,26.03,22.97809472113501
15299,STM,Normal Wire,3002,1,Release,0.6 MIL GMG TYPE,0,0,0,26.03,23.11622275474769
15300,STM,BSOB Wire,3002,2,Contact,0.6 MIL GMG TYPE,250,250,250,26.03,23.00954450469298
15301,STM,BSOB Wire,3002,2,Pre Base,0.6 MIL GMG TYPE,600,600,600,26.03,23.04529156569352
15302,STM,BSOB Wire,3002,2,Base,0.6 MIL GMG TYPE,405,395,400,26.03,23.033448957966648
15303,STM,BSOB Wire,3002,2,Release,0.6 MIL GMG TYPE,0,0,0,26.03,23.015366662067393
15304,STM,BSOB Ball,3002,3,Contact,0.6 MIL GMG TYPE,100,100,100,26.03,23.07607562008362
15305,STM,BSOB Ball,3002,3,Pre Base,0.6 MIL GMG TYPE,450,380,420,26.03,23.052153078059327
15306,STM,BSOB Ball,3002,3,Base,0.6 MIL GMG TYPE,165,155,160,26.03,22.903861317659572
15307,STM,BSOB Ball,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,26.03,23.064872182354684
15308,STM,BSOB Wire,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,26.03,23.070368158845643
15309,STM,BSOB Wire,3002,3,Base,0.6 MIL GMG TYPE,405,395,400,26.03,23.081525044693155
15310,STM,BSOB Wire,3002,3,Pre Base,0.6 MIL GMG TYPE,600,600,600,26.03,23.051131029692744
15311,STM,BSOB Wire,3002,3,Contact,0.6 MIL GMG TYPE,250,250,250,26.03,22.981806331966013
15312,STM,BSOB Wire,3002,3,Contact,0.6 MIL GMG TYPE,250,250,250,26.03,22.981806331966013
15313,STM,BSOB Wire,3002,3,Pre Base,0.6 MIL GMG TYPE,600,600,600,26.03,23.051131029692744
15314,STM,BSOB Wire,3002,3,Base,0.6 MIL GMG TYPE,405,395,400,26.03,23.081525044693155
15315,STM,BSOB Wire,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,26.03,23.070368158845643
15316,STM,Normal Wire,3002,1,Contact,0.6 MIL GMG TYPE,100,0,100,26.03,23.085935496524453
15317,STM,Normal Wire,3002,1,Pre Base,0.6 MIL GMG TYPE,450,380,420,26.03,23.00254008791149
15318,STM,Normal Wire,3002,1,Base,0.6 MIL GMG TYPE,165,155,160,26.03,22.97809472113501
15319,STM,Normal Wire,3002,1,Release,0.6 MIL GMG TYPE,0,0,0,26.03,23.11622275474769
15320,STM,BSOB Wire,3002,2,Contact,0.6 MIL GMG TYPE,250,250,250,26.03,23.00954450469298
15321,STM,BSOB Wire,3002,2,Pre Base,0.6 MIL GMG TYPE,600,600,600,26.03,23.04529156569352
15322,STM,BSOB Wire,3002,2,Base,0.6 MIL GMG TYPE,405,395,400,26.03,23.033448957966648
15323,STM,BSOB Wire,3002,2,Release,0.6 MIL GMG TYPE,0,0,0,26.03,23.015366662067393
15324,STM,BSOB Ball,3002,3,Contact,0.6 MIL GMG TYPE,100,100,100,26.03,23.07607562008362
15325,STM,BSOB Ball,3002,3,Pre Base,0.6 MIL GMG TYPE,450,380,420,26.03,23.052153078059327
15326,STM,BSOB Ball,3002,3,Base,0.6 MIL GMG TYPE,165,155,160,26.03,22.903861317659572
15327,STM,BSOB Ball,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,26.03,23.064872182354684
15328,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,23.22,23.03247880179859
15329,STM,BSOB Wire,3003,6,Base,0.6 MIL GMG TYPE,50,50,50,23.22,22.984019733989815
15330,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,23.22,22.951834592693974
15331,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.22,23.396321053464682
15332,STM,Normal Wire,3001,5,Contact,0.6 MIL GMG TYPE,2,2,2,23.22,23.086387562045672
15333,STM,Normal Wire,3001,5,Base,0.6 MIL GMG TYPE,2,2,2,23.22,23.059234043366953
15334,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,23.22,22.992740843900926
15335,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,23.22,23.092237474547005
15336,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,23.22,23.03247880179859
15337,STM,BSOB Wire,3003,6,Base,0.6 MIL GMG TYPE,50,50,50,23.22,22.984019733989815
15338,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,23.22,22.951834592693974
15339,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,23.22,23.396321053464682
15340,STM,Normal Wire,3001,5,Contact,0.6 MIL GMG TYPE,2,2,2,23.22,23.086387562045672
15341,STM,Normal Wire,3001,5,Base,0.6 MIL GMG TYPE,2,2,2,23.22,23.059234043366953
15342,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,23.22,22.992740843900926
15343,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,23.22,23.092237474547005
15344,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,26.03,23.03247880179859
15345,STM,BSOB Wire,3003,6,Base,0.6 MIL GMG TYPE,50,50,50,26.03,22.984019733989815
15346,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,26.03,22.951834592693974
15347,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,26.03,23.396321053464682
15348,STM,Normal Wire,3001,5,Contact,0.6 MIL GMG TYPE,2,2,2,26.03,23.086387562045672
15349,STM,Normal Wire,3001,5,Base,0.6 MIL GMG TYPE,2,2,2,26.03,23.059234043366953
15350,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,26.03,22.992740843900926
15351,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,26.03,23.092237474547005
15352,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,26.03,23.03247880179859
15353,STM,BSOB Wire,3003,6,Base,0.6 MIL GMG TYPE,50,50,50,26.03,22.984019733989815
15354,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,26.03,22.951834592693974
15355,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,26.03,23.396321053464682
15356,STM,Normal Wire,3001,5,Contact,0.6 MIL GMG TYPE,2,2,2,26.03,23.086387562045672
15357,STM,Normal Wire,3001,5,Base,0.6 MIL GMG TYPE,2,2,2,26.03,23.059234043366953
15358,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,26.03,22.992740843900926
15359,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,26.03,23.092237474547005
15360,STM,Normal Wire,3003,5,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,22.883405665549557
15361,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,24.256,23.396321053464682
15362,STM,Normal Wire,3001,5,Contact,0.6 MIL GMG TYPE,2,2,2,24.256,23.086387562045672
15363,STM,Normal Wire,3001,5,Base,0.6 MIL GMG TYPE,2,2,2,24.256,23.059234043366953
15364,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,22.992740843900926
15365,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,24.256,23.092237474547005
15366,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,24.256,22.951834592693974
15367,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,23.03247880179859
15368,STM,BSOB Wire,3003,6,Base,0.6 MIL GMG TYPE,50,50,50,24.256,22.984019733989815
15369,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,24.256,22.951834592693974
15370,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,24.256,23.396321053464682
15371,STM,Normal Wire,3001,5,Contact,0.6 MIL GMG TYPE,2,2,2,24.256,23.086387562045672
15372,STM,Normal Wire,3001,5,Base,0.6 MIL GMG TYPE,2,2,2,24.256,23.059234043366953
15373,STM,BSOB Wire,3003,6,Base,0.6 MIL GMG TYPE,50,50,50,24.256,22.984019733989815
15374,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,23.03247880179859
15375,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,23.03247880179859
15376,STM,BSOB Wire,3003,6,Base,0.6 MIL GMG TYPE,50,50,50,24.256,22.984019733989815
15377,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,24.256,22.951834592693974
15378,STM,Normal Wire,3001,5,Contact,0.6 MIL GMG TYPE,2,2,2,24.256,23.086387562045672
15379,STM,Normal Wire,3001,5,Base,0.6 MIL GMG TYPE,2,2,2,24.256,23.059234043366953
15380,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,22.992740843900926
15381,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,24.256,23.092237474547005
15382,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,22.992740843900926
15383,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,24.256,23.092237474547005
15384,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,23.03247880179859
15385,STM,BSOB Wire,3003,6,Base,0.6 MIL GMG TYPE,50,50,50,24.256,22.984019733989815
15386,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,24.256,22.951834592693974
15387,STM,Normal Wire,3003,5,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,22.883405665549557
15388,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,24.256,23.396321053464682
15389,STM,Normal Wire,3001,5,Contact,0.6 MIL GMG TYPE,2,2,2,24.256,23.086387562045672
15390,STM,Normal Wire,3001,5,Base,0.6 MIL GMG TYPE,2,2,2,24.256,23.059234043366953
15391,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,22.992740843900926
15392,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,24.256,23.092237474547005
15393,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,23.03247880179859
15394,STM,BSOB Wire,3003,6,Base,0.6 MIL GMG TYPE,50,50,50,24.256,22.984019733989815
15395,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,24.256,22.951834592693974
15396,STM,Normal Wire,3001,5,Contact,0.6 MIL GMG TYPE,2,2,2,24.256,23.086387562045672
15397,STM,Normal Wire,3001,5,Base,0.6 MIL GMG TYPE,2,2,2,24.256,23.059234043366953
15398,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,22.992740843900926
15399,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,24.256,23.092237474547005
15400,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,23.03247880179859
15401,STM,BSOB Wire,3003,6,Base,0.6 MIL GMG TYPE,50,50,50,24.256,22.984019733989815
15402,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,24.256,22.951834592693974
15403,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,24.256,23.396321053464682
15404,STM,Normal Wire,3001,5,Contact,0.6 MIL GMG TYPE,2,2,2,24.256,23.086387562045672
15405,STM,Normal Wire,3001,5,Base,0.6 MIL GMG TYPE,2,2,2,24.256,23.059234043366953
15406,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,24.256,23.092237474547005
15407,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,22.992740843900926
15408,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,24.256,23.396321053464682
15409,STM,Normal Wire,3001,5,Contact,0.6 MIL GMG TYPE,2,2,2,24.256,23.086387562045672
15410,STM,Normal Wire,3001,5,Base,0.6 MIL GMG TYPE,2,2,2,24.256,23.059234043366953
15411,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,22.992740843900926
15412,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,24.256,23.092237474547005
15413,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,23.03247880179859
15414,STM,BSOB Wire,3003,6,Base,0.6 MIL GMG TYPE,50,50,50,24.256,22.984019733989815
15415,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,24.256,22.951834592693974
15416,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,24.256,23.396321053464682
15417,STM,Normal Wire,3001,5,Contact,0.6 MIL GMG TYPE,2,2,2,24.256,23.086387562045672
15418,STM,Normal Wire,3001,5,Base,0.6 MIL GMG TYPE,2,2,2,24.256,23.059234043366953
15419,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,22.992740843900926
15420,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,24.256,23.092237474547005
15421,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,24.256,23.092237474547005
15422,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,22.992740843900926
15423,STM,Normal Wire,3001,5,Base,0.6 MIL GMG TYPE,2,2,2,24.256,23.059234043366953
15424,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,23.03247880179859
15425,STM,BSOB Wire,3003,6,Base,0.6 MIL GMG TYPE,50,50,50,24.256,22.984019733989815
15426,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,24.256,22.951834592693974
15427,STM,Normal Wire,3001,5,Contact,0.6 MIL GMG TYPE,2,2,2,24.256,23.086387562045672
15428,STM,Normal Wire,3001,5,Base,0.6 MIL GMG TYPE,2,2,2,24.256,23.059234043366953
15429,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,22.992740843900926
15430,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,24.256,23.092237474547005
15431,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,23.03247880179859
15432,STM,BSOB Wire,3003,6,Base,0.6 MIL GMG TYPE,50,50,50,24.256,22.984019733989815
15433,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,24.256,22.951834592693974
15434,STM,Normal Wire,3003,5,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,22.883405665549557
15435,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,24.256,23.396321053464682
15436,STM,Normal Wire,3001,5,Contact,0.6 MIL GMG TYPE,2,2,2,24.256,23.086387562045672
15437,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,23.03247880179859
15438,STM,BSOB Wire,3003,6,Base,0.6 MIL GMG TYPE,50,50,50,24.256,22.984019733989815
15439,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,24.256,22.951834592693974
15440,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,23.03247880179859
15441,STM,BSOB Wire,3003,6,Base,0.6 MIL GMG TYPE,50,50,50,24.256,22.984019733989815
15442,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,24.256,22.951834592693974
15443,STM,Normal Wire,3003,5,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,22.883405665549557
15444,STM,BSOB Wire,3001,6,Base,0.6 MIL GMG TYPE,2,2,2,24.256,23.396321053464682
15445,STM,Normal Wire,3001,5,Contact,0.6 MIL GMG TYPE,2,2,2,24.256,23.086387562045672
15446,STM,Normal Wire,3001,5,Base,0.6 MIL GMG TYPE,2,2,2,24.256,23.059234043366953
15447,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,22.992740843900926
15448,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,24.256,23.092237474547005
15449,STM,BSOB Wire,3003,6,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,23.03247880179859
15450,STM,BSOB Wire,3003,6,Base,0.6 MIL GMG TYPE,50,50,50,24.256,22.984019733989815
15451,STM,BSOB Wire,3003,6,Release,0.6 MIL GMG TYPE,0,0,0,24.256,22.951834592693974
15452,STM,Normal Wire,3001,5,Contact,0.6 MIL GMG TYPE,2,2,2,24.256,23.086387562045672
15453,STM,Normal Wire,3001,5,Base,0.6 MIL GMG TYPE,2,2,2,24.256,23.059234043366953
15454,STM,BSOB Ball,3001,3,Contact,0.6 MIL GMG TYPE,0,0,0,24.256,22.992740843900926
15455,STM,BSOB Ball,3001,3,Base,0.6 MIL GMG TYPE,0,0,0,24.256,23.092237474547005
15456,STM,BSOB Wire,3002,3,Contact,0.6 MIL GMG TYPE,250,250,250,24.256,22.981806331966013
15457,STM,BSOB Wire,3002,3,Pre Base,0.6 MIL GMG TYPE,600,600,600,24.256,23.051131029692744
15458,STM,BSOB Wire,3002,3,Base,0.6 MIL GMG TYPE,405,395,400,24.256,23.081525044693155
15459,STM,BSOB Wire,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,24.256,23.070368158845643
15460,STM,Normal Wire,3002,1,Contact,0.6 MIL GMG TYPE,100,0,100,24.256,23.085935496524453
15461,STM,Normal Wire,3002,1,Pre Base,0.6 MIL GMG TYPE,450,380,420,24.256,23.00254008791149
15462,STM,Normal Wire,3002,1,Base,0.6 MIL GMG TYPE,165,155,160,24.256,22.97809472113501
15463,STM,Normal Wire,3002,1,Release,0.6 MIL GMG TYPE,0,0,0,24.256,23.11622275474769
15464,STM,BSOB Wire,3002,2,Pre Base,0.6 MIL GMG TYPE,600,600,600,24.256,23.04529156569352
15465,STM,BSOB Wire,3002,2,Base,0.6 MIL GMG TYPE,405,395,400,24.256,23.033448957966648
15466,STM,BSOB Wire,3002,2,Release,0.6 MIL GMG TYPE,0,0,0,24.256,23.015366662067393
15467,STM,BSOB Ball,3002,3,Contact,0.6 MIL GMG TYPE,100,100,100,24.256,23.07607562008362
15468,STM,BSOB Ball,3002,3,Pre Base,0.6 MIL GMG TYPE,450,380,420,24.256,23.052153078059327
15469,STM,BSOB Ball,3002,3,Base,0.6 MIL GMG TYPE,165,155,160,24.256,22.903861317659572
15470,STM,BSOB Ball,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,24.256,23.064872182354684
15471,STM,BSOB Wire,3002,2,Contact,0.6 MIL GMG TYPE,250,250,250,24.256,23.00954450469298
15472,STM,BSOB Ball,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,24.256,23.064872182354684
15473,STM,BSOB Wire,3002,2,Pre Base,0.6 MIL GMG TYPE,600,600,600,24.256,23.04529156569352
15474,STM,BSOB Wire,3002,2,Base,0.6 MIL GMG TYPE,405,395,400,24.256,23.033448957966648
15475,STM,BSOB Wire,3002,2,Release,0.6 MIL GMG TYPE,0,0,0,24.256,23.015366662067393
15476,STM,BSOB Ball,3002,3,Contact,0.6 MIL GMG TYPE,100,100,100,24.256,23.07607562008362
15477,STM,BSOB Ball,3002,3,Pre Base,0.6 MIL GMG TYPE,450,380,420,24.256,23.052153078059327
15478,STM,BSOB Ball,3002,3,Base,0.6 MIL GMG TYPE,165,155,160,24.256,22.903861317659572
15479,STM,BSOB Ball,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,24.256,23.064872182354684
15480,STM,BSOB Wire,3002,3,Contact,0.6 MIL GMG TYPE,250,250,250,24.256,22.981806331966013
15481,STM,BSOB Wire,3002,3,Pre Base,0.6 MIL GMG TYPE,600,600,600,24.256,23.051131029692744
15482,STM,BSOB Wire,3002,3,Base,0.6 MIL GMG TYPE,405,395,400,24.256,23.081525044693155
15483,STM,BSOB Wire,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,24.256,23.070368158845643
15484,STM,Normal Wire,3002,1,Contact,0.6 MIL GMG TYPE,100,0,100,24.256,23.085935496524453
15485,STM,Normal Wire,3002,1,Pre Base,0.6 MIL GMG TYPE,450,380,420,24.256,23.00254008791149
15486,STM,Normal Wire,3002,1,Base,0.6 MIL GMG TYPE,165,155,160,24.256,22.97809472113501
15487,STM,Normal Wire,3002,1,Release,0.6 MIL GMG TYPE,0,0,0,24.256,23.11622275474769
15488,STM,BSOB Wire,3002,2,Contact,0.6 MIL GMG TYPE,250,250,250,24.256,23.00954450469298
15489,STM,BSOB Wire,3002,2,Pre Base,0.6 MIL GMG TYPE,600,600,600,24.256,23.04529156569352
15490,STM,BSOB Wire,3002,2,Base,0.6 MIL GMG TYPE,405,395,400,24.256,23.033448957966648
15491,STM,BSOB Wire,3002,2,Release,0.6 MIL GMG TYPE,0,0,0,24.256,23.015366662067393
15492,STM,BSOB Ball,3002,3,Contact,0.6 MIL GMG TYPE,100,100,100,24.256,23.07607562008362
15493,STM,BSOB Ball,3002,3,Pre Base,0.6 MIL GMG TYPE,450,380,420,24.256,23.052153078059327
15494,STM,BSOB Ball,3002,3,Base,0.6 MIL GMG TYPE,165,155,160,24.256,22.903861317659572
15495,STM,BSOB Wire,3002,2,Contact,0.6 MIL GMG TYPE,250,250,250,24.256,23.00954450469298
15496,STM,BSOB Wire,3002,3,Pre Base,0.6 MIL GMG TYPE,600,600,600,24.256,23.051131029692744
15497,STM,BSOB Ball,3002,3,Contact,0.6 MIL GMG TYPE,100,100,100,24.256,23.07607562008362
15498,STM,BSOB Ball,3002,3,Pre Base,0.6 MIL GMG TYPE,450,380,420,24.256,23.052153078059327
15499,STM,BSOB Ball,3002,3,Base,0.6 MIL GMG TYPE,165,155,160,24.256,22.903861317659572
15500,STM,BSOB Ball,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,24.256,23.064872182354684
15501,STM,BSOB Wire,3002,2,Release,0.6 MIL GMG TYPE,0,0,0,24.256,23.015366662067393
15502,STM,BSOB Wire,3002,3,Contact,0.6 MIL GMG TYPE,250,250,250,24.256,22.981806331966013
15503,STM,BSOB Wire,3002,3,Base,0.6 MIL GMG TYPE,405,395,400,24.256,23.081525044693155
15504,STM,BSOB Wire,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,24.256,23.070368158845643
15505,STM,Normal Wire,3002,1,Contact,0.6 MIL GMG TYPE,100,0,100,24.256,23.085935496524453
15506,STM,Normal Wire,3002,1,Pre Base,0.6 MIL GMG TYPE,450,380,420,24.256,23.00254008791149
15507,STM,Normal Wire,3002,1,Base,0.6 MIL GMG TYPE,165,155,160,24.256,22.97809472113501
15508,STM,Normal Wire,3002,1,Release,0.6 MIL GMG TYPE,0,0,0,24.256,23.11622275474769
15509,STM,BSOB Wire,3002,2,Contact,0.6 MIL GMG TYPE,250,250,250,24.256,23.00954450469298
15510,STM,BSOB Wire,3002,2,Pre Base,0.6 MIL GMG TYPE,600,600,600,24.256,23.04529156569352
15511,STM,BSOB Wire,3002,2,Base,0.6 MIL GMG TYPE,405,395,400,24.256,23.033448957966648
15512,STM,BSOB Wire,3002,2,Release,0.6 MIL GMG TYPE,0,0,0,24.256,23.015366662067393
15513,STM,BSOB Ball,3002,3,Contact,0.6 MIL GMG TYPE,100,100,100,24.256,23.07607562008362
15514,STM,BSOB Ball,3002,3,Pre Base,0.6 MIL GMG TYPE,450,380,420,24.256,23.052153078059327
15515,STM,BSOB Ball,3002,3,Base,0.6 MIL GMG TYPE,165,155,160,24.256,22.903861317659572
15516,STM,BSOB Wire,3002,3,Pre Base,0.6 MIL GMG TYPE,600,600,600,24.256,23.051131029692744
15517,STM,BSOB Wire,3002,2,Base,0.6 MIL GMG TYPE,405,395,400,24.256,23.033448957966648
15518,STM,BSOB Wire,3002,2,Pre Base,0.6 MIL GMG TYPE,600,600,600,24.256,23.04529156569352
15519,STM,BSOB Wire,3002,2,Contact,0.6 MIL GMG TYPE,250,250,250,24.256,23.00954450469298
15520,STM,BSOB Wire,3002,3,Base,0.6 MIL GMG TYPE,405,395,400,24.256,23.081525044693155
15521,STM,BSOB Wire,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,24.256,23.070368158845643
15522,STM,Normal Wire,3002,1,Contact,0.6 MIL GMG TYPE,100,0,100,24.256,23.085935496524453
15523,STM,Normal Wire,3002,1,Pre Base,0.6 MIL GMG TYPE,450,380,420,24.256,23.00254008791149
15524,STM,Normal Wire,3002,1,Base,0.6 MIL GMG TYPE,165,155,160,24.256,22.97809472113501
15525,STM,Normal Wire,3002,1,Release,0.6 MIL GMG TYPE,0,0,0,24.256,23.11622275474769
15526,STM,BSOB Wire,3002,2,Contact,0.6 MIL GMG TYPE,250,250,250,24.256,23.00954450469298
15527,STM,BSOB Wire,3002,2,Pre Base,0.6 MIL GMG TYPE,600,600,600,24.256,23.04529156569352
15528,STM,BSOB Wire,3002,2,Base,0.6 MIL GMG TYPE,405,395,400,24.256,23.033448957966648
15529,STM,BSOB Wire,3002,2,Release,0.6 MIL GMG TYPE,0,0,0,24.256,23.015366662067393
15530,STM,BSOB Ball,3002,3,Contact,0.6 MIL GMG TYPE,100,100,100,24.256,23.07607562008362
15531,STM,BSOB Ball,3002,3,Pre Base,0.6 MIL GMG TYPE,450,380,420,24.256,23.052153078059327
15532,STM,BSOB Ball,3002,3,Base,0.6 MIL GMG TYPE,165,155,160,24.256,22.903861317659572
15533,STM,BSOB Ball,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,24.256,23.064872182354684
15534,STM,BSOB Wire,3002,3,Contact,0.6 MIL GMG TYPE,250,250,250,24.256,22.981806331966013
15535,STM,BSOB Wire,3002,3,Pre Base,0.6 MIL GMG TYPE,600,600,600,24.256,23.051131029692744
15536,STM,BSOB Wire,3002,3,Base,0.6 MIL GMG TYPE,405,395,400,24.256,23.081525044693155
15537,STM,BSOB Wire,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,24.256,23.070368158845643
15538,STM,Normal Wire,3002,1,Contact,0.6 MIL GMG TYPE,100,0,100,24.256,23.085935496524453
15539,STM,Normal Wire,3002,1,Pre Base,0.6 MIL GMG TYPE,450,380,420,24.256,23.00254008791149
15540,STM,Normal Wire,3002,1,Base,0.6 MIL GMG TYPE,165,155,160,24.256,22.97809472113501
15541,STM,Normal Wire,3002,1,Release,0.6 MIL GMG TYPE,0,0,0,24.256,23.11622275474769
15542,STM,BSOB Wire,3002,3,Contact,0.6 MIL GMG TYPE,250,250,250,24.256,22.981806331966013
15543,STM,BSOB Ball,3002,3,Release,0.6 MIL GMG TYPE,0,0,0,24.256,23.064872182354684
15544,STM,Normal Wire,3002,1,Release,0.6 MIL GMG TYPE,0,0,0,24.256,23.11622275474769
