,0,y_pred
0,22.248,21.632704834352328
1,21.918000000000003,21.530149894861268
2,19.558,21.5395296074928
3,22.108,23.015366662067393
4,24.267,22.951834592693974
5,21.072,22.883405665549557
6,23.676,23.092237474547005
7,21.67,23.059234043366953
8,23.160999999999998,21.480954640555193
9,25.816,23.015366662067393
10,23.82,22.24374813409
11,20.186,22.145943482181924
12,19.558,21.556948237528484
13,38.548,38.548000000000066
14,38.83,37.37556496836497
15,24.824,23.00254008791149
16,23.951999999999998,22.0431800368056
17,20.701999999999998,23.070368158845643
18,25.858,21.35574720583134
19,38.548,38.548000000000066
20,22.785999999999998,23.11622275474769
21,20.701999999999998,22.992740843900926
22,21.87,22.162231841119954
23,23.951999999999998,21.94487960698477
24,20.348,23.052153078059327
25,21.829,22.140055435619985
26,23.654,23.892312491488607
27,20.1,21.525118849711554
28,18.292,22.951834592693974
29,19.7384,22.12300070583064
30,24.267,23.064872182354684
31,22.531999999999996,21.396830293470792
32,25.388,22.140055435619985
33,25.918000000000003,22.12300070583064
34,22.386,21.408472260904038
35,20.348,23.070368158845643
36,26.764,22.984019733989815
37,22.938000000000002,23.00254008791149
38,19.430999999999997,22.235556561768725
39,38.1742,30.220029083333333
40,25.927,21.438959154503923
41,22.129,23.07607562008362
42,19.244,21.620980860472315
43,20.566,22.204509750054616
44,20.502,22.09254595484117
45,22.785999999999998,22.981806331966013
46,26.3,22.145943482181924
47,22.74,22.764658742758478
48,24.824,23.070368158845643
49,36.869,30.416679662571216
50,29.998,34.14300925396825
51,20.828000000000003,21.574718200893486
52,22.138,22.239243377821516
53,26.658,23.052153078059327
54,24.928,23.07607562008362
55,22.896,21.569131861743834
56,22.129,23.086387562045672
57,22.226,21.558474184006407
58,16.074,21.443681435231518
59,22.302,22.24374813409
60,19.174,19.710582577302233
61,24.116999999999997,23.033448957966648
62,18.292,22.981806331966013
63,20.160999999999998,31.101633146546373
64,20.662,21.632704834352328
65,24.824,22.951834592693974
66,24.928,22.97809472113501
67,22.785999999999998,23.07607562008362
68,24.954,23.033448957966648
69,25.388,22.162231841119954
70,23.22,23.015366662067393
71,20.186,22.0431800368056
72,41.001999999999995,31.01358191154399
73,41.505,36.61183534855477
74,24.954,23.092237474547005
75,20.160999999999998,30.755876609009455
